x1,x2,label
0.4525923854718177,0.16843330787671648,1.0
-0.4380265168625119,0.11990049006250848,1.0
-0.5322243047798006,0.18435902070227286,1.0
-0.301401805199631,0.40078207278129496,1.0
0.4456022308704517,-0.8949355556090886,0.0
-0.2845276025762298,0.4721509208220695,1.0
-0.01227556590995627,0.5056469951125571,1.0
0.4636171694677216,0.11073500852047391,1.0
-0.11577891578972052,-0.5058803772454405,1.0
-0.11061613303644917,1.042207472050681,0.0
-0.4705598400276473,-0.3287877316727311,1.0
0.5640625374883906,0.8637200976002544,0.0
-0.0814012753960446,0.5602833345064406,1.0
0.43767461692223036,-0.27792626764278755,1.0
0.4083474906382261,-0.393502233011698,1.0
0.06950819395134096,-0.476629601441125,1.0
-0.9417354191897599,-0.32696930389742757,0.0
0.09480139841636791,-0.49269448619618045,1.0
-0.5394715099442249,-0.05454808228110421,1.0
-0.6387962425634154,-0.7339956772879658,0.0
0.3644292896713569,0.2687677080527562,1.0
-0.5521037976054626,0.87870560347877,0.0
-0.001948217781789767,-0.9946342130483776,0.0
0.4471255167503748,0.1866008001954586,1.0
-0.9308762019085371,0.4409036021386705,0.0
-0.9067986851057075,0.20748303858807068,0.0
0.2796652448883871,0.9963214789759064,0.0
0.5566309154570824,-0.10974340739992001,1.0
0.14503937513901957,-0.4991275566137825,1.0
0.44133673200407764,-0.2602519341691608,1.0
-0.2871167126486955,-0.8838987949641703,0.0
-0.2566339629467021,0.9986125505751153,0.0
-0.027797111052467807,0.473722759554438,1.0
1.0084507543828594,0.029212230034143125,0.0
-0.1073326866518671,-1.1142627115008916,0.0
-0.7849638565575638,0.7401088768645327,0.0
-0.36146729588293214,0.35811361035215566,1.0
0.33547185170094973,0.46460560828785225,1.0
0.17131485675275163,-0.4514433192316985,1.0
0.7500253139868562,0.6183450867131892,0.0
-0.6239478743781727,-0.7362544935896009,0.0
0.3656060463085086,0.9393337145855969,0.0
-0.7160470604120956,-0.6635963064180268,0.0
0.6004837075842465,-0.1342741715482148,1.0
-0.8457435920329115,-0.5842427463168449,0.0
-0.8894407125326017,-0.3619595745936366,0.0
0.33139867616264707,-0.5242064940574986,1.0
0.13702681221619809,0.508839273047355,1.0
0.7838153022166929,-0.7345770166649243,0.0
-0.304928181192274,-0.45710498265136323,1.0
0.26244104448700045,0.37780478805141815,1.0
0.024789486358323034,-0.565325730563106,1.0
-0.9502394701911079,-0.14565098535286078,0.0
0.3324608016943615,0.3230526875831016,1.0
0.9076621804901063,0.3108527279023823,0.0
0.8898209573469881,0.3598977697821932,0.0
0.050215813303466195,0.5053883075383184,1.0
0.9582363906777925,0.13279756173792814,0.0
-0.973456127718336,0.39012590215058957,0.0
-0.32445419584849594,-0.3775047902081187,1.0
-0.709031698057625,-0.60174956946427,0.0
0.8478914150190378,0.4947237934382319,0.0
0.3280428758504705,0.18977959693350185,1.0
-0.9290601729332725,0.5029124314552341,0.0
0.1449128663533719,0.4699497559980187,1.0
-0.38046447105021414,0.35939417176370886,1.0
-0.18253041416397897,0.380593761270144,1.0
-0.07452274099839115,-0.5002851464056547,1.0
0.6616897895767124,0.7318798856621157,0.0
0.4243022693171426,0.2587189486171111,1.0
0.1890472557764047,0.9381111152891828,0.0
1.0010708980250393,-0.09436845385010369,0.0
0.23791352175356795,0.39975059020076,1.0
-0.5143397316539435,0.04496738985906111,1.0
-0.8232302217866552,-0.550643890364156,0.0
-0.8705586261771989,-0.45806615678843826,0.0
-0.08408991012749473,0.4211407997311192,1.0
0.8494295605290786,0.42383614805416653,0.0
0.1350689247220464,0.5379369724963214,1.0
-0.8163264422835599,-0.6974010262056988,0.0
-0.24805735523124217,0.301575798436601,1.0
0.7131503865853935,0.666861900091085,0.0
-0.8887217794686743,-0.4175108787269902,0.0
0.5783383966217185,0.7186950336762367,0.0
-0.6079946212443197,-0.7557992932679324,0.0
0.3949805451698852,0.3509366849366141,1.0
0.6076040715633036,0.021047816499020086,1.0
-0.4808453509382497,0.19765073162500285,1.0
-0.5640671053081608,-0.013804220222264758,1.0
-0.6487485984255728,-0.7959394148629524,0.0
0.1881298988327405,-0.9602540301535201,0.0
0.7928818647074372,-0.5512258327906783,0.0
0.5620405080513369,0.21500069952171957,1.0
-0.9704197419440389,0.41688848631631853,0.0
-0.45482578657914174,-0.1838619456493319,1.0
0.7128340035036436,-0.8387950953621293,0.0
-0.5096828215794446,-0.07758361134282346,1.0
0.37666496773208996,0.9228925246445631,0.0
0.6264492077124977,0.6716137248384326,0.0
-0.2217207557261271,-0.4523585148018054,1.0
-0.4263546373824141,0.11950910460120757,1.0
-0.19297584873877788,-0.9700922266710058,0.0
0.3515926932537885,-0.3512026726165052,1.0
-0.966780557044046,-0.15128580467724165,0.0
-0.06293344032398535,0.46311890936817107,1.0
-0.20272735981577583,0.5351719764637725,1.0
0.37162250160353216,0.32597170192597624,1.0
0.44408414827116577,-0.26310628439295153,1.0
-0.41568816609996745,0.8551634235622018,0.0
